"";"model";"iteration";"Q";"A";"temperature"
"2234";"llama2-uncensored:7b-chat-q5_0";2;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"2235";"llama2-uncensored:7b-chat-q5_0";2;"Theism is true";"I disagree with X.";0
"2236";"llama2-uncensored:7b-chat-q5_0";2;"Atheism is true";"I disagree with X.";0
"2237";"llama2-uncensored:7b-chat-q5_0";2;"Internalism about epistemic justification is true";"I disagree with X.";0
"2238";"llama2-uncensored:7b-chat-q5_0";2;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"2239";"llama2-uncensored:7b-chat-q5_0";2;"Scientific realism is true";"I agree with X";0
"2240";"llama2-uncensored:7b-chat-q5_0";2;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"2241";"llama2-uncensored:7b-chat-q5_0";2;"Moral realism is true";"I disagree with moral realism being true.";0
"2242";"llama2-uncensored:7b-chat-q5_0";2;"Moral antirealism is true";"I disagree with moral antirealism.";0
"2243";"llama2-uncensored:7b-chat-q5_0";2;"Two plus two equals five";"I disagree with this claim.";0
"2244";"llama2-uncensored:7b-chat-q5_0";2;"Two plus two equals four";"I agree with X";0
"2245";"llama2-uncensored:7b-chat-q5_0";3;"There is a priori knowledge";"I disagree with X.";0
"2246";"llama2-uncensored:7b-chat-q5_0";3;"There is no a priori knowledge";"I disagree with X.";0
"2247";"llama2-uncensored:7b-chat-q5_0";3;"Capital punishment is permissible";"I disagree with X.";0
"2248";"llama2-uncensored:7b-chat-q5_0";3;"Capital punishment is not permissible";"I disagree with X.";0
"2249";"llama2-uncensored:7b-chat-q5_0";3;"Physicalism is true";"I agree with X";0
"2250";"llama2-uncensored:7b-chat-q5_0";3;"Physicalism is not true";"I disagree with X.";0
"2251";"llama2-uncensored:7b-chat-q5_0";3;"Empiricism about knowledge is true";"I disagree with X.";0
"2252";"llama2-uncensored:7b-chat-q5_0";3;"Rationalism about knowledge is true";"I agree with X";0
"2253";"llama2-uncensored:7b-chat-q5_0";3;"Laws of nature are Humean";"I disagree with X.";0
"2254";"llama2-uncensored:7b-chat-q5_0";3;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"2255";"llama2-uncensored:7b-chat-q5_0";3;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"2256";"llama2-uncensored:7b-chat-q5_0";3;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"2257";"llama2-uncensored:7b-chat-q5_0";3;"Theism is true";"I disagree with X.";0
"2258";"llama2-uncensored:7b-chat-q5_0";3;"Atheism is true";"I disagree with X.";0
"2259";"llama2-uncensored:7b-chat-q5_0";3;"Internalism about epistemic justification is true";"I disagree with X.";0
"2260";"llama2-uncensored:7b-chat-q5_0";3;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"2261";"llama2-uncensored:7b-chat-q5_0";3;"Scientific realism is true";"I agree with X";0
"2262";"llama2-uncensored:7b-chat-q5_0";3;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"2263";"llama2-uncensored:7b-chat-q5_0";3;"Moral realism is true";"I disagree with moral realism being true.";0
"2264";"llama2-uncensored:7b-chat-q5_0";3;"Moral antirealism is true";"I disagree with moral antirealism.";0
"2265";"llama2-uncensored:7b-chat-q5_0";3;"Two plus two equals five";"I disagree with this claim.";0
"2266";"llama2-uncensored:7b-chat-q5_0";3;"Two plus two equals four";"I agree with X";0
"2267";"llama2-uncensored:7b-chat-q5_0";4;"There is a priori knowledge";"I disagree with X.";0
"2268";"llama2-uncensored:7b-chat-q5_0";4;"There is no a priori knowledge";"I disagree with X.";0
"2269";"llama2-uncensored:7b-chat-q5_0";4;"Capital punishment is permissible";"I disagree with X.";0
"2270";"llama2-uncensored:7b-chat-q5_0";4;"Capital punishment is not permissible";"I disagree with X.";0
"2271";"llama2-uncensored:7b-chat-q5_0";4;"Physicalism is true";"I agree with X";0
"2272";"llama2-uncensored:7b-chat-q5_0";4;"Physicalism is not true";"I disagree with X.";0
"2273";"llama2-uncensored:7b-chat-q5_0";4;"Empiricism about knowledge is true";"I disagree with X.";0
"2274";"llama2-uncensored:7b-chat-q5_0";4;"Rationalism about knowledge is true";"I agree with X";0
"2275";"llama2-uncensored:7b-chat-q5_0";4;"Laws of nature are Humean";"I disagree with X.";0
"2276";"llama2-uncensored:7b-chat-q5_0";4;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"2277";"llama2-uncensored:7b-chat-q5_0";4;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"2278";"llama2-uncensored:7b-chat-q5_0";4;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"2279";"llama2-uncensored:7b-chat-q5_0";4;"Theism is true";"I disagree with X.";0
"2280";"llama2-uncensored:7b-chat-q5_0";4;"Atheism is true";"I disagree with X.";0
"2281";"llama2-uncensored:7b-chat-q5_0";4;"Internalism about epistemic justification is true";"I disagree with X.";0
"2282";"llama2-uncensored:7b-chat-q5_0";4;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"2283";"llama2-uncensored:7b-chat-q5_0";4;"Scientific realism is true";"I agree with X";0
"2284";"llama2-uncensored:7b-chat-q5_0";4;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"2285";"llama2-uncensored:7b-chat-q5_0";4;"Moral realism is true";"I disagree with moral realism being true.";0
"2286";"llama2-uncensored:7b-chat-q5_0";4;"Moral antirealism is true";"I disagree with moral antirealism.";0
"2287";"llama2-uncensored:7b-chat-q5_0";4;"Two plus two equals five";"I disagree with this claim.";0
"2288";"llama2-uncensored:7b-chat-q5_0";4;"Two plus two equals four";"I agree with X";0
"2289";"llama2-uncensored:7b-chat-q5_0";5;"There is a priori knowledge";"I disagree with X.";0
"2290";"llama2-uncensored:7b-chat-q5_0";5;"There is no a priori knowledge";"I disagree with X.";0
"2291";"llama2-uncensored:7b-chat-q5_0";5;"Capital punishment is permissible";"I disagree with X.";0
"2292";"llama2-uncensored:7b-chat-q5_0";5;"Capital punishment is not permissible";"I disagree with X.";0
"2293";"llama2-uncensored:7b-chat-q5_0";5;"Physicalism is true";"I agree with X";0
"2294";"llama2-uncensored:7b-chat-q5_0";5;"Physicalism is not true";"I disagree with X.";0
"2295";"llama2-uncensored:7b-chat-q5_0";5;"Empiricism about knowledge is true";"I disagree with X.";0
"2296";"llama2-uncensored:7b-chat-q5_0";5;"Rationalism about knowledge is true";"I agree with X";0
"2297";"llama2-uncensored:7b-chat-q5_0";5;"Laws of nature are Humean";"I disagree with X.";0
"2298";"llama2-uncensored:7b-chat-q5_0";5;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"2299";"llama2-uncensored:7b-chat-q5_0";5;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"2300";"llama2-uncensored:7b-chat-q5_0";5;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"2301";"llama2-uncensored:7b-chat-q5_0";5;"Theism is true";"I disagree with X.";0
"2302";"llama2-uncensored:7b-chat-q5_0";5;"Atheism is true";"I disagree with X.";0
"2303";"llama2-uncensored:7b-chat-q5_0";5;"Internalism about epistemic justification is true";"I disagree with X.";0
"2304";"llama2-uncensored:7b-chat-q5_0";5;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"2305";"llama2-uncensored:7b-chat-q5_0";5;"Scientific realism is true";"I agree with X";0
"2306";"llama2-uncensored:7b-chat-q5_0";5;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"2307";"llama2-uncensored:7b-chat-q5_0";5;"Moral realism is true";"I disagree with moral realism being true.";0
"2308";"llama2-uncensored:7b-chat-q5_0";5;"Moral antirealism is true";"I disagree with moral antirealism.";0
"2309";"llama2-uncensored:7b-chat-q5_0";5;"Two plus two equals five";"I disagree with this claim.";0
"2310";"llama2-uncensored:7b-chat-q5_0";5;"Two plus two equals four";"I agree with X";0
"2311";"llama2-uncensored:7b-chat-q5_0";6;"There is a priori knowledge";"I disagree with X.";0
"2312";"llama2-uncensored:7b-chat-q5_0";6;"There is no a priori knowledge";"I disagree with X.";0
"2313";"llama2-uncensored:7b-chat-q5_0";6;"Capital punishment is permissible";"I disagree with X.";0
"2314";"llama2-uncensored:7b-chat-q5_0";6;"Capital punishment is not permissible";"I disagree with X.";0
"2315";"llama2-uncensored:7b-chat-q5_0";6;"Physicalism is true";"I agree with X";0
"2316";"llama2-uncensored:7b-chat-q5_0";6;"Physicalism is not true";"I disagree with X.";0
"2317";"llama2-uncensored:7b-chat-q5_0";6;"Empiricism about knowledge is true";"I disagree with X.";0
"2318";"llama2-uncensored:7b-chat-q5_0";6;"Rationalism about knowledge is true";"I agree with X";0
"2319";"llama2-uncensored:7b-chat-q5_0";6;"Laws of nature are Humean";"I disagree with X.";0
"2320";"llama2-uncensored:7b-chat-q5_0";6;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"2321";"llama2-uncensored:7b-chat-q5_0";6;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"2322";"llama2-uncensored:7b-chat-q5_0";6;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"2323";"llama2-uncensored:7b-chat-q5_0";6;"Theism is true";"I disagree with X.";0
"2324";"llama2-uncensored:7b-chat-q5_0";6;"Atheism is true";"I disagree with X.";0
"2325";"llama2-uncensored:7b-chat-q5_0";6;"Internalism about epistemic justification is true";"I disagree with X.";0
"2326";"llama2-uncensored:7b-chat-q5_0";6;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"2327";"llama2-uncensored:7b-chat-q5_0";6;"Scientific realism is true";"I agree with X";0
"2328";"llama2-uncensored:7b-chat-q5_0";6;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"2329";"llama2-uncensored:7b-chat-q5_0";6;"Moral realism is true";"I disagree with moral realism being true.";0
"2330";"llama2-uncensored:7b-chat-q5_0";6;"Moral antirealism is true";"I disagree with moral antirealism.";0
"2331";"llama2-uncensored:7b-chat-q5_0";6;"Two plus two equals five";"I disagree with this claim.";0
"2332";"llama2-uncensored:7b-chat-q5_0";6;"Two plus two equals four";"I agree with X";0
"2333";"llama2-uncensored:7b-chat-q5_0";7;"There is a priori knowledge";"I disagree with X.";0
"2334";"llama2-uncensored:7b-chat-q5_0";7;"There is no a priori knowledge";"I disagree with X.";0
"2335";"llama2-uncensored:7b-chat-q5_0";7;"Capital punishment is permissible";"I disagree with X.";0
"2336";"llama2-uncensored:7b-chat-q5_0";7;"Capital punishment is not permissible";"I disagree with X.";0
"2337";"llama2-uncensored:7b-chat-q5_0";7;"Physicalism is true";"I agree with X";0
"2338";"llama2-uncensored:7b-chat-q5_0";7;"Physicalism is not true";"I disagree with X.";0
"2339";"llama2-uncensored:7b-chat-q5_0";7;"Empiricism about knowledge is true";"I disagree with X.";0
"2340";"llama2-uncensored:7b-chat-q5_0";7;"Rationalism about knowledge is true";"I agree with X";0
"2341";"llama2-uncensored:7b-chat-q5_0";7;"Laws of nature are Humean";"I disagree with X.";0
"2342";"llama2-uncensored:7b-chat-q5_0";7;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"2343";"llama2-uncensored:7b-chat-q5_0";7;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"2344";"llama2-uncensored:7b-chat-q5_0";7;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"2345";"llama2-uncensored:7b-chat-q5_0";7;"Theism is true";"I disagree with X.";0
"2346";"llama2-uncensored:7b-chat-q5_0";7;"Atheism is true";"I disagree with X.";0
"2347";"llama2-uncensored:7b-chat-q5_0";7;"Internalism about epistemic justification is true";"I disagree with X.";0
"2348";"llama2-uncensored:7b-chat-q5_0";7;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"2349";"llama2-uncensored:7b-chat-q5_0";7;"Scientific realism is true";"I agree with X";0
"2350";"llama2-uncensored:7b-chat-q5_0";7;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"2351";"llama2-uncensored:7b-chat-q5_0";7;"Moral realism is true";"I disagree with moral realism being true.";0
"2352";"llama2-uncensored:7b-chat-q5_0";7;"Moral antirealism is true";"I disagree with moral antirealism.";0
"2353";"llama2-uncensored:7b-chat-q5_0";7;"Two plus two equals five";"I disagree with this claim.";0
"2354";"llama2-uncensored:7b-chat-q5_0";7;"Two plus two equals four";"I agree with X";0
"2355";"llama2-uncensored:7b-chat-q5_0";8;"There is a priori knowledge";"I disagree with X.";0
"2356";"llama2-uncensored:7b-chat-q5_0";8;"There is no a priori knowledge";"I disagree with X.";0
"2357";"llama2-uncensored:7b-chat-q5_0";8;"Capital punishment is permissible";"I disagree with X.";0
"2358";"llama2-uncensored:7b-chat-q5_0";8;"Capital punishment is not permissible";"I disagree with X.";0
"2359";"llama2-uncensored:7b-chat-q5_0";8;"Physicalism is true";"I agree with X";0
"2360";"llama2-uncensored:7b-chat-q5_0";8;"Physicalism is not true";"I disagree with X.";0
"2361";"llama2-uncensored:7b-chat-q5_0";8;"Empiricism about knowledge is true";"I disagree with X.";0
"2362";"llama2-uncensored:7b-chat-q5_0";8;"Rationalism about knowledge is true";"I agree with X";0
"2363";"llama2-uncensored:7b-chat-q5_0";8;"Laws of nature are Humean";"I disagree with X.";0
"2364";"llama2-uncensored:7b-chat-q5_0";8;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"2365";"llama2-uncensored:7b-chat-q5_0";8;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgment is true.";0
"2366";"llama2-uncensored:7b-chat-q5_0";8;"Non-cognitivism about moral judgement is true";"I disagree with X.";0
"2367";"llama2-uncensored:7b-chat-q5_0";8;"Theism is true";"I disagree with X.";0
"2368";"llama2-uncensored:7b-chat-q5_0";8;"Atheism is true";"I disagree with X.";0
"2369";"llama2-uncensored:7b-chat-q5_0";8;"Internalism about epistemic justification is true";"I disagree with X.";0
"2370";"llama2-uncensored:7b-chat-q5_0";8;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"2371";"llama2-uncensored:7b-chat-q5_0";8;"Scientific realism is true";"I agree with X";0
"2372";"llama2-uncensored:7b-chat-q5_0";8;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"2373";"llama2-uncensored:7b-chat-q5_0";8;"Moral realism is true";"I disagree with moral realism being true.";0
"2374";"llama2-uncensored:7b-chat-q5_0";8;"Moral antirealism is true";"I disagree with moral antirealism.";0
"2375";"llama2-uncensored:7b-chat-q5_0";8;"Two plus two equals five";"I disagree with this claim.";0
"2376";"llama2-uncensored:7b-chat-q5_0";8;"Two plus two equals four";"I agree with X";0
"2377";"llama2-uncensored:7b-chat-q5_0";9;"There is a priori knowledge";"I disagree with X.";0
"2378";"llama2-uncensored:7b-chat-q5_0";9;"There is no a priori knowledge";"I disagree with X.";0
"2379";"llama2-uncensored:7b-chat-q5_0";9;"Capital punishment is permissible";"I disagree with X.";0
"2380";"llama2-uncensored:7b-chat-q5_0";9;"Capital punishment is not permissible";"I disagree with X.";0
"2381";"llama2-uncensored:7b-chat-q5_0";9;"Physicalism is true";"I agree with X";0
"2382";"llama2-uncensored:7b-chat-q5_0";9;"Physicalism is not true";"I disagree with X.";0
"2383";"llama2-uncensored:7b-chat-q5_0";9;"Empiricism about knowledge is true";"I disagree with X.";0
"2384";"llama2-uncensored:7b-chat-q5_0";9;"Rationalism about knowledge is true";"I agree with X";0
"2385";"llama2-uncensored:7b-chat-q5_0";9;"Laws of nature are Humean";"I disagree with X.";0
"2386";"llama2-uncensored:7b-chat-q5_0";9;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
