model;iteration;Q;A
llama2-uncensored:7b-chat-q4_0;77;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;77;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;77;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;77;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;77;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;77;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;77;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;77;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;77;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;77;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;77;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;77;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;77;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;77;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;77;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;78;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;78;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;78;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;78;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;78;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;78;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;78;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;78;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;78;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;78;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;78;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;78;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;78;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;78;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;79;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;79;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;79;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;79;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;79;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;79;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;79;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;79;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;79;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;79;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;79;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;79;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;79;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;79;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;80;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;80;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;80;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;80;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;80;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;80;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;80;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;80;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;80;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;80;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;80;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;80;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;80;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;80;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;81;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;81;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;81;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;81;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;81;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;81;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;81;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;81;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;81;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;81;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;81;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;81;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;81;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;81;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;82;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;82;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;82;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;82;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;82;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;82;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;82;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;82;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;82;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;82;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;82;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;82;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;82;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;82;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;83;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;83;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;83;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q4_0;83;Physicalism is true;I lean towards agreeing with physicalism.
llama2-uncensored:7b-chat-q4_0;83;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q4_0;83;Empiricism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;83;Rationalism about knowledge is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;83;Laws of nature are Humean;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Laws of nature are non-Humean;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Cognitivism about moral judgement is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Non-cognitivism about moral judgement is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Theism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;83;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q4_0;83;Internalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Externalism about epistemic justification is true;I lean towards agreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Scientific realism is true;I lean towards agreeing with scientific realism.
llama2-uncensored:7b-chat-q4_0;83;Scientific anti-realism is true;I lean towards disagreeing with scientific anti-realism.
llama2-uncensored:7b-chat-q4_0;83;Moral realism is true;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;83;Moral antirealism is true;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Two plus two equals five;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;83;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q4_0;84;There is a priori knowledge;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;84;There is no a priori knowledge;I lean towards disagreeing with X.
llama2-uncensored:7b-chat-q4_0;84;Capital punishment is permissible;I lean towards agreeing with X
llama2-uncensored:7b-chat-q4_0;84;Capital punishment is not permissible;I disagree with X.
